danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,uri,artist_genres,track_name,artist_name,album,user
0.514,0.474,-5.617,0.0238,0.34,0.00105,0.123,0.21,98.082,022KnoVZaB3IJx21uW5tDH,spotify:track:022KnoVZaB3IJx21uW5tDH,"['philly indie', 'pov: indie']",Southern Sky,Alex G,House of Sugar,Mimi
0.812,0.6,-9.414,0.254,0.00308,8.38e-06,0.173,0.555,97.338,5YTM7OgQDt9EJAYcfHLniJ,spotify:track:5YTM7OgQDt9EJAYcfHLniJ,"['conscious hip hop', 'east coast hip hop', 'golden age hip hop', 'hip hop', 'jazz rap', 'queens hip hop']",Award Tour (feat. Trugoy The Dove),A Tribe Called Quest,Midnight Marauders,Mimi
0.693,0.394,-15.882,0.0428,0.0782,0.000694,0.247,0.721,104.114,4gMgiXfqyzZLMhsksGmbQV,spotify:track:4gMgiXfqyzZLMhsksGmbQV,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']","Another Brick in the Wall, Pt. 2",Pink Floyd,The Wall,Mimi
0.394,0.944,-6.506,0.0761,0.00178,4.54e-06,0.298,0.265,105.338,6QewNVIDKdSl8Y3ycuHIei,spotify:track:6QewNVIDKdSl8Y3ycuHIei,"['alternative metal', 'alternative rock', 'classic rock', 'grunge', 'permanent wave', 'rock']",Even Flow,Pearl Jam,Ten,Mimi
0.644,0.735,-5.747,0.0391,0.0521,0.144,0.161,0.418,88.98,1Qrg8KqiBpW07V7PNxwwwL,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,"['pop', 'r&b', 'rap']",Kill Bill,SZA,SOS,Mimi
0.587,0.811,-10.824,0.0328,0.000135,0.472,0.0901,0.75,132.727,51Z2IzJvLCnZaIpBV0IYRr,spotify:track:51Z2IzJvLCnZaIpBV0IYRr,"['alternative rock', 'boston rock', 'permanent wave', 'rock']",Wave Of Mutilation,Pixies,Doolittle,Mimi
0.42,0.944,-9.296,0.0491,0.0599,0.74,0.101,0.323,151.261,4kIx6QQ6LtU6y3ySfwSKLB,spotify:track:4kIx6QQ6LtU6y3ySfwSKLB,"['horror punk', 'new jersey hardcore', 'new jersey punk', 'punk']",Some Kinda Hate - C.I. Recording 1978,Misfits,The Misfits Box Set,Mimi
0.669,0.821,-4.37,0.29,0.00182,0.0,0.147,0.684,94.895,5Tbpp3OLLClPJF8t1DmrFD,spotify:track:5Tbpp3OLLClPJF8t1DmrFD,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']","Nuthin' But A ""G"" Thang",Dr. Dre,The Chronic,Mimi
0.341,0.918,-6.401,0.0548,0.00983,0.335,0.455,0.0411,124.994,7hV8vZMezoQdSdvsi70Ioa,spotify:track:7hV8vZMezoQdSdvsi70Ioa,['stutter house'],Welcome To The Opera (with Grimes),Anyma,Genesys,Mimi
0.789,0.763,-6.169,0.199,0.123,2.22e-05,0.132,0.272,140.107,5JYPXqMwYc0zTODQdjMEZN,spotify:track:5JYPXqMwYc0zTODQdjMEZN,['bronx drill'],Deli,Ice Spice,Like..? (Deluxe),Mimi
0.449,0.875,-6.172,0.041,0.118,0.469,0.29,0.43,140.078,36zqSzaPzQWZYDCNm1klgY,spotify:track:36zqSzaPzQWZYDCNm1klgY,"['philly indie', 'pov: indie']",Gretel,Alex G,House of Sugar,Mimi
0.642,0.355,-14.196,0.0329,0.0951,3.44e-05,0.0865,0.725,180.26,3UDa3HRIwS4scBYom5K0zl,spotify:track:3UDa3HRIwS4scBYom5K0zl,"['alternative rock', 'boston rock', 'permanent wave', 'rock']",Wave Of Mutilation - UK Surf,Pixies,"Doolittle 25: B-Sides, Peel Sessions And Demos",Mimi
0.446,0.632,-12.197,0.034,0.0793,0.000266,0.0881,0.359,113.176,1Ic9pKxGSJGM0LKeqf6lGe,spotify:track:1Ic9pKxGSJGM0LKeqf6lGe,"['grunge', 'permanent wave', 'rock']",All Apologies,Nirvana,In Utero,Mimi
0.513,0.985,-5.029,0.0806,0.229,0.832,0.114,0.841,155.987,0rJvdHXHV9xOXAsq8bna7Q,spotify:track:0rJvdHXHV9xOXAsq8bna7Q,[],You Could Be The One,Snow Strippers,April Mixtape 2,Mimi
0.622,0.239,-18.982,0.0447,0.859,0.051,0.109,0.737,79.674,3iltRlox3jEeSKuqdW88EK,spotify:track:3iltRlox3jEeSKuqdW88EK,"['blues', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'psychedelic rock', 'traditional blues']",Going Up The Country,Canned Heat,On The Road Again,Mimi
0.824,0.68,-10.422,0.0476,0.0292,0.835,0.0676,0.67,125.961,4QUsmmXmINYXwh7UsiMX2j,spotify:track:4QUsmmXmINYXwh7UsiMX2j,['afrofuturism'],When I,Steve Lacy,The Lo-Fis,Mimi
0.887,0.419,-10.961,0.353,0.114,0.268,0.129,0.576,96.149,6GAemDMWAXa8wZOBkO1gar,spotify:track:6GAemDMWAXa8wZOBkO1gar,"['conscious hip hop', 'east coast hip hop', 'golden age hip hop', 'hip hop', 'jazz rap', 'queens hip hop']",Buggin' Out,A Tribe Called Quest,The Low End Theory,Mimi
0.646,0.645,-7.214,0.0338,0.764,0.114,0.137,0.473,140.987,3Uw2se3aQU1UFrpRBvBnB4,spotify:track:3Uw2se3aQU1UFrpRBvBnB4,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",Sept. 16,Kid Cudi,Man On The Moon III: The Chosen,Mimi
0.588,0.182,-11.487,0.0302,0.738,0.000427,0.128,0.217,95.915,3SsGrCb1eaSpGhRDqPaTln,spotify:track:3SsGrCb1eaSpGhRDqPaTln,"['pov: indie', 'slc indie']",Snowbank Blues,The Backseat Lovers,Waiting to Spill,Arielle
0.689,0.454,-7.643,0.0584,0.0351,0.00259,0.0707,0.912,159.982,3qhlB30KknSejmIvZZLjOD,spotify:track:3qhlB30KknSejmIvZZLjOD,"['indie pop', 'pov: indie', 'psychedelic pop']",End of Beginning,Djo,DECIDE,Arielle
0.397,0.552,-5.409,0.0567,0.363,0.0,0.076,0.569,142.528,0yfDVYKVKYrHknz9gVOlQr,spotify:track:0yfDVYKVKYrHknz9gVOlQr,"['bedroom pop', 'pop', 'pov: indie']",Fight or Flight,Conan Gray,Kid Krow,Arielle
0.539,0.702,-7.291,0.0436,0.00245,2.37e-05,0.117,0.206,118.106,5vollujufHY0jMZxx77VWr,spotify:track:5vollujufHY0jMZxx77VWr,"['alternative rock', 'dance rock', 'modern rock', 'permanent wave', 'rock']",All These Things That I've Done,The Killers,Hot Fuss,Arielle
0.57,0.804,-6.782,0.0701,0.0598,8.96e-05,0.187,0.624,87.533,51Lf3l6wx008NdBxCQnD6B,spotify:track:51Lf3l6wx008NdBxCQnD6B,"['deep new americana', 'indie pop', 'pov: indie']",Ode to a Conversation Stuck in Your Throat,Del Water Gap,Del Water Gap,Arielle
0.559,0.871,-5.338,0.0397,7.53e-06,0.00545,0.096,0.572,104.97,6dBUzqjtbnIa1TwYbyw5CM,spotify:track:6dBUzqjtbnIa1TwYbyw5CM,['pov: indie'],Lovers Rock,TV Girl,French Exit,Arielle
0.611,0.261,-10.681,0.0386,0.185,0.0981,0.142,0.128,93.106,10goTnuQ31YxbdBBwSx7zt,spotify:track:10goTnuQ31YxbdBBwSx7zt,"['pov: indie', 'slc indie']",Still a Friend,The Backseat Lovers,Elevator Days,Arielle
0.574,0.664,-7.713,0.0334,0.305,2.29e-05,0.143,0.727,111.933,7n6QMW76A5qgfn0Mb4aL7i,spotify:track:7n6QMW76A5qgfn0Mb4aL7i,['asbury park indie'],Off My Mind,Joe P,Emily Can't Sing,Arielle
0.818,0.374,-10.666,0.0459,0.0951,0.0139,0.217,0.457,117.956,6YArGkJUr82ehzRFa2YaRK,spotify:track:6YArGkJUr82ehzRFa2YaRK,"['indie pop', 'indie poptimism', 'modern rock', 'pov: indie']",Wake Me,Bleachers,Strange Desire,Arielle
0.63,0.908,-2.42,0.0326,0.0238,0.592,0.116,0.968,120.522,4fPBB44eDH71YohayI4eKV,spotify:track:4fPBB44eDH71YohayI4eKV,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",You Only Live Once,The Strokes,First Impressions Of Earth,Arielle
0.683,0.697,-6.703,0.025,0.169,2.46e-06,0.0527,0.591,96.729,6DIMM15oo3kxnCuVypaYGy,spotify:track:6DIMM15oo3kxnCuVypaYGy,"['pov: indie', 'vancouver indie']",Give Up Baby Go,Peach Pit,From 2 to 3,Arielle
0.412,0.88,-5.122,0.0368,1.13e-05,0.00211,0.282,0.845,154.642,48Jhybk2ZpPrnFb3oXdh6Z,spotify:track:48Jhybk2ZpPrnFb3oXdh6Z,"['modern rock', 'rock']",Don't Matter,Kings of Leon,Mechanical Bull (Expanded Edition),Arielle
0.527,0.746,-7.717,0.0536,0.0379,5.8e-05,0.0628,0.445,166.919,4lKg94fHZZ3pozsNFTew2x,spotify:track:4lKg94fHZZ3pozsNFTew2x,"['indie pop', 'indie poptimism', 'modern rock', 'pov: indie']",How Dare You Want More,Bleachers,Take the Sadness Out of Saturday Night,Arielle
0.662,0.488,-6.894,0.0682,0.782,0.0,0.102,0.817,117.913,0mflMxspEfB0VbI1kyLiAv,spotify:track:0mflMxspEfB0VbI1kyLiAv,['pov: indie'],Stick Season,Noah Kahan,Stick Season,Arielle
0.649,0.888,-4.807,0.0293,0.013,2.23e-06,0.0888,0.553,100.975,3b00LSFIRqnHvkoDEs5fkg,spotify:track:3b00LSFIRqnHvkoDEs5fkg,"['alternative rock', 'chamber pop', 'indie rock', 'indietronica', 'modern rock', 'washington indie']",Float On,Modest Mouse,Good News For People Who Love Bad News,Arielle
0.467,0.757,-5.093,0.033,0.0807,0.908,0.0876,0.433,82.282,11iIikXxC6NP0Ma8vMD27x,spotify:track:11iIikXxC6NP0Ma8vMD27x,"['boston indie', 'indie garage rock', 'pov: indie']",Alien Blues,Vundabar,Gawk,Arielle
0.669,0.885,-4.735,0.0438,0.0393,0.0,0.264,0.825,109.24,7fRCD4vVNpCy91Y3zxNMUl,spotify:track:7fRCD4vVNpCy91Y3zxNMUl,"['indie pop', 'indie poptimism', 'modern rock', 'pov: indie']",Stop Making This Hurt,Bleachers,Take the Sadness Out of Saturday Night,Arielle
0.547,0.596,-6.044,0.0339,8.02e-05,0.739,0.273,0.584,116.17,78Gzxi27GuNHTfkn2BylG4,spotify:track:78Gzxi27GuNHTfkn2BylG4,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",What Ever Happened?,The Strokes,Room On Fire,Arielle
0.752,0.679,-6.453,0.0391,0.0853,0.0,0.28,0.704,127.945,1LvU6IFqQnXOIwJyBDb2io,spotify:track:1LvU6IFqQnXOIwJyBDb2io,['pov: indie'],She Calls Me Back,Noah Kahan,Stick Season,Arielle
0.45,0.794,-5.015,0.0538,0.388,0.0,0.303,0.362,143.861,0awZwmlC6pxH65KTZpadmX,spotify:track:0awZwmlC6pxH65KTZpadmX,"['nashville indie', 'pov: indie']",Freakin' Out On the Interstate,Briston Maroney,Freakin' Out On The Interstate (Acoustic Version [Live]),Arielle
0.421,0.79,-6.227,0.0538,0.00205,0.000309,0.148,0.279,162.024,5L95vS64rG1YMIFm1hLjyZ,spotify:track:5L95vS64rG1YMIFm1hLjyZ,"['indie pop', 'indie poptimism', 'modern rock', 'pov: indie']",Rollercoaster,Bleachers,Strange Desire,Arielle
0.617,0.78,-4.466,0.0376,0.0141,0.0112,0.0833,0.326,93.951,6IRzBP4gVoV4D2zHmocoWy,spotify:track:6IRzBP4gVoV4D2zHmocoWy,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Eternal Summer,The Strokes,The New Abnormal,Arielle
0.476,0.411,-7.731,0.0264,0.0176,0.0464,0.0856,0.264,89.307,5zMxLq47V3Gr0LlFvxiFXS,spotify:track:5zMxLq47V3Gr0LlFvxiFXS,"['pov: indie', 'slc indie']",Growing/Dying,The Backseat Lovers,Waiting to Spill,Arielle
0.404,0.797,-9.409,0.0707,0.0988,0.959,0.0941,0.703,162.065,0RgamNB8GMKLGn5t8shiwo,spotify:track:0RgamNB8GMKLGn5t8shiwo,"['hopebeat', 'north carolina indie']",Anybody Out There,Young Mister,Young Mister,Arielle
0.717,0.72,-4.269,0.0364,0.167,0.000216,0.0774,0.951,97.958,5S6spUAa7hNeJCP48786fm,spotify:track:5S6spUAa7hNeJCP48786fm,"['alternative rock', 'american post-punk', 'brooklyn indie', 'chamber pop', 'crank wave', 'denton tx indie', 'indie rock', 'lo-fi', 'neo-psychedelic', 'noise pop', 'noise rock']",Tenderness,Parquet Courts,Wide Awake!,Arielle
0.754,0.405,-11.547,0.0378,0.466,0.00179,0.1,0.0843,114.938,6fc51JZVE0Yijdi6RuoLFv,spotify:track:6fc51JZVE0Yijdi6RuoLFv,['pov: indie'],Painkillers,Rainbow Kitten Surprise,"How to: Friend, Love, Freefall",Arielle
0.464,0.655,-9.058,0.0608,0.0272,1.34e-06,0.328,0.531,169.515,3dmqIB2Qxe2XZobw9gXxJ6,spotify:track:3dmqIB2Qxe2XZobw9gXxJ6,"['album rock', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']",Mary Jane's Last Dance,Tom Petty and the Heartbreakers,Greatest Hits,Arielle
0.543,0.526,-9.703,0.0582,0.0447,0.0533,0.0778,0.384,153.0,4MXE6VCvTsQitHWrAxj7Kg,spotify:track:4MXE6VCvTsQitHWrAxj7Kg,"['pov: indie', 'slc indie']",Maple Syrup,The Backseat Lovers,When We Were Friends,Arielle
0.636,0.676,-3.442,0.0263,0.0807,0.0,0.0831,0.273,113.98,2tznHmp70DxMyr2XhWLOW0,spotify:track:2tznHmp70DxMyr2XhWLOW0,"['modern alternative rock', 'modern rock', 'pov: indie', 'punk blues', 'rock']",Cigarette Daydreams,Cage The Elephant,Melophobia,Arielle
0.607,0.411,-7.566,0.0414,0.603,0.000671,0.103,0.412,84.94,5cxnSTLzGD1t9xcdmJYFVB,spotify:track:5cxnSTLzGD1t9xcdmJYFVB,"['anti-folk', 'chamber pop', 'folk punk', 'indie rock', 'lo-fi', 'melancholia', 'new weird america']",No Children,The Mountain Goats,Tallahassee,Arielle
0.515,0.43,-9.935,0.0372,0.0097,0.000133,0.129,0.104,91.844,70LcF31zb1H0PyJoS1Sx1r,spotify:track:70LcF31zb1H0PyJoS1Sx1r,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']",Creep,Radiohead,Pablo Honey,Arielle
0.329,0.444,-9.973,0.0417,0.0578,0.0352,0.113,0.225,162.279,1170VohRSx6GwE6QDCHPPH,spotify:track:1170VohRSx6GwE6QDCHPPH,"['pov: indie', 'slc indie']",Kilby Girl,The Backseat Lovers,When We Were Friends,Arielle
0.627,0.371,-10.621,0.0269,0.638,0.0672,0.0759,0.361,143.932,5iMXCDWA4FxPNcOnq0HrpJ,spotify:track:5iMXCDWA4FxPNcOnq0HrpJ,"['lo-fi indie', 'pov: indie']",A Different Age,Current Joys,A Different Age,Arielle
0.542,0.905,-5.653,0.054,0.00172,0.0104,0.136,0.374,153.398,0ntQJM78wzOLVeCUAW7Y45,spotify:track:0ntQJM78wzOLVeCUAW7Y45,"['modern rock', 'rock']",Sex on Fire,Kings of Leon,Only By The Night,Arielle
0.659,0.678,-8.18,0.0313,0.157,6.69e-06,0.0784,0.647,106.186,2DnJjbjNTV9Nd5NOa1KGba,spotify:track:2DnJjbjNTV9Nd5NOa1KGba,"['classic rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock']",You're So Vain,Carly Simon,No Secrets,Arielle
0.59,0.532,-7.094,0.0282,0.00236,3.16e-05,0.136,0.304,92.901,1jRUUth3iAmmlSFA174YxZ,spotify:track:1jRUUth3iAmmlSFA174YxZ,"['pov: indie', 'slc indie']",Just a Boy,The Backseat Lovers,Just a Boy,Arielle
0.733,0.481,-7.554,0.0347,0.273,0.0739,0.287,0.553,125.009,6n6dqOk5vLiqYaa9Fw5ylH,spotify:track:6n6dqOk5vLiqYaa9Fw5ylH,['bedroom soul'],Stella Brown,Jelani Aryeh,I've Got Some Living To Do,Arielle
0.553,0.465,-9.664,0.0301,0.84,0.97,0.102,0.652,79.223,6WlmEymaXKMRs3D2c4j6os,spotify:track:6WlmEymaXKMRs3D2c4j6os,['slowcore'],Inside Out,Duster,Stratosphere,Arielle
0.57,0.842,-5.085,0.0381,0.0136,0.00876,0.524,0.47,143.975,7MlDNspYwfqnHxORufupwq,spotify:track:7MlDNspYwfqnHxORufupwq,['pov: indie'],"Sex, Drugs, Etc.",Beach Weather,Pineapple Sunrise,Arielle
0.566,0.348,-10.398,0.0301,0.0555,0.0547,0.132,0.078,108.958,2VZFlunJX12zxbSrzMiDp2,spotify:track:2VZFlunJX12zxbSrzMiDp2,"['pov: indie', 'slc indie']",Close Your Eyes,The Backseat Lovers,Waiting to Spill,Arielle
0.451,0.889,-3.838,0.0379,0.312,0.8,0.558,0.592,145.056,6Yu1OL8I0D4vjOzYdsXYGK,spotify:track:6Yu1OL8I0D4vjOzYdsXYGK,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",12:51,The Strokes,Room On Fire,Arielle
0.473,0.913,-1.673,0.0544,0.0637,0.0,0.295,0.548,146.957,2zpG6GUvNc1hqDBsLIJOOp,spotify:track:2zpG6GUvNc1hqDBsLIJOOp,"['british indie rock', 'britpop', 'leeds indie']",I Found Out,The Pigeon Detectives,Wait for Me,Arielle
0.591,0.721,-6.487,0.0335,0.00123,0.000386,0.097,0.316,119.97,0PXX5s9SXJWYWaYTg29oZc,spotify:track:0PXX5s9SXJWYWaYTg29oZc,[],Waste My Time,The Crystal Casino Band,Not About You,Arielle
0.661,0.473,-11.879,0.0428,0.128,0.00272,0.322,0.418,126.163,02nIOal2XIFkx5i9w1NJqp,spotify:track:02nIOal2XIFkx5i9w1NJqp,"['pov: indie', 'slc indie']",Pictures,The Backseat Lovers,Elevator Days,Arielle
0.686,0.494,-7.093,0.0355,0.613,5.8e-05,0.402,0.7,168.946,4k6Uh1HXdhtusDW5y8Gbvy,spotify:track:4k6Uh1HXdhtusDW5y8Gbvy,['afrofuturism'],Bad Habit,Steve Lacy,Gemini Rights,Arielle
0.427,0.459,-12.442,0.0332,0.116,0.000103,0.132,0.383,129.878,5zH710lFSLtkHbMkslLDjR,spotify:track:5zH710lFSLtkHbMkslLDjR,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'heartland rock', 'mellow gold', 'new wave pop', 'rock', 'singer-songwriter', 'soft rock']",Crazy On You,Heart,Dreamboat Annie,Arielle
0.543,0.556,-6.126,0.0296,0.643,0.0,0.104,0.414,79.041,6GXxOycOvD7pp0F4ee6X5R,spotify:track:6GXxOycOvD7pp0F4ee6X5R,"['indie pop', 'indie poptimism', 'modern rock', 'pov: indie']",45,Bleachers,Take the Sadness Out of Saturday Night,Arielle
0.818,0.705,-6.679,0.177,0.00836,0.00233,0.613,0.772,138.559,0d28khcov6AiegSCpG5TuT,spotify:track:0d28khcov6AiegSCpG5TuT,"['alternative hip hop', 'modern rock', 'rock']",Feel Good Inc.,Gorillaz,Demon Days,Arielle
0.598,0.911,-3.97,0.0515,0.222,3.84e-06,0.216,0.953,146.469,0nCAVzknkzRXRgB6LhRv04,spotify:track:0nCAVzknkzRXRgB6LhRv04,"['modern rock', 'rock']",Molly's Chambers,Kings of Leon,Youth And Young Manhood,Arielle
0.629,0.534,-9.054,0.0267,0.437,3.33e-06,0.328,0.649,124.964,4XTuSMs47SIg35KxhNIUGe,spotify:track:4XTuSMs47SIg35KxhNIUGe,"['chamber pop', 'folk', 'indie folk', 'indie rock', 'indietronica', 'modern rock', 'seattle indie', 'singer-songwriter', 'stomp and holler']",White Winter Hymnal,Fleet Foxes,Fleet Foxes,Arielle
0.344,0.988,-3.812,0.105,0.0126,0.0879,0.601,0.579,136.379,20eg0KIEFJLEywzDYMfi2s,spotify:track:20eg0KIEFJLEywzDYMfi2s,"['canadian indie', 'canadian rock', 'halifax indie', 'power pop']",The Good in Everyone,Sloan,One Chord to Another,Arielle
0.407,0.519,-6.47,0.0336,0.11,0.889,0.409,0.342,94.001,5CU1bbfY1wUPm7fU255Dhf,spotify:track:5CU1bbfY1wUPm7fU255Dhf,"['alternative rock', 'chamber pop', 'elephant 6', 'indie rock', 'lo-fi', 'noise pop']",King of Carrot Flowers Pt. 1,Neutral Milk Hotel,In the Aeroplane Over the Sea,Arielle
0.279,0.473,-8.375,0.0309,0.242,0.00164,0.158,0.246,167.792,6yLIqXX9edg1x0HZS7cZEv,spotify:track:6yLIqXX9edg1x0HZS7cZEv,"['album rock', 'british invasion', 'classic rock', 'folk rock', 'mellow gold', 'merseybeat', 'soft rock']",The Air That I Breathe - 2008 Remaster,The Hollies,Hollies,Arielle
0.643,0.73,-5.042,0.0389,0.0705,3.08e-05,0.149,0.502,110.974,7rupErQvlafLl66U1rebYt,spotify:track:7rupErQvlafLl66U1rebYt,"['indie pop', 'nashville singer-songwriter']",Coming Soon,Annie DiRusso,Coming Soon,Arielle
0.526,0.749,-6.964,0.0283,0.023,1.76e-06,0.0692,0.421,99.982,754kgU5rWscRTfvlsuEwFp,spotify:track:754kgU5rWscRTfvlsuEwFp,"['lilith', 'pop rock']",Kiss Me,Sixpence None The Richer,Sixpence None the Richer,Arielle
0.506,0.526,-9.936,0.0285,0.334,0.000539,0.0907,0.591,129.641,1aRvUHgMe9ichgcHAAs12f,spotify:track:1aRvUHgMe9ichgcHAAs12f,"['chamber pop', 'indie rock', 'modern folk rock', 'philly indie', 'pov: indie', 'seattle indie', 'stomp and holler']",Nellie,Dr. Dog,B-Room (Deluxe Edition),Arielle
0.52,0.823,-4.468,0.0563,0.0327,0.000165,0.0967,0.521,150.154,7tKJLn5L2wqF35WpXrFnUT,spotify:track:7tKJLn5L2wqF35WpXrFnUT,[],Sheâ€™s Just a Friend,Cardinal Bloom,Sheâ€™s Just a Friend,Arielle
0.514,0.756,-7.988,0.147,0.337,0.0,0.135,0.764,90.307,4Hzg7Hcqo2aUooTQ0pnBYC,spotify:track:4Hzg7Hcqo2aUooTQ0pnBYC,"['alternative rock', 'blues rock', 'detroit rock', 'garage rock', 'modern blues rock', 'permanent wave', 'punk blues', 'rock']",The Denial Twist,The White Stripes,Get Behind Me Satan,Arielle
0.693,0.595,-7.578,0.0311,0.0969,0.0,0.113,0.646,112.02,0caJ2wkqp4UmXBwdR2JvB5,spotify:track:0caJ2wkqp4UmXBwdR2JvB5,['pov: indie'],Dial Drunk,Noah Kahan,Stick Season (We'll All Be Here Forever),Arielle
0.733,0.71,-5.849,0.0292,0.145,0.115,0.0956,0.965,127.975,7w87IxuO7BDcJ3YUqCyMTT,spotify:track:7w87IxuO7BDcJ3YUqCyMTT,"['indietronica', 'modern alternative rock', 'modern rock', 'rock']",Pumped Up Kicks,Foster The People,Torches,Arielle
0.597,0.864,-5.629,0.0271,0.261,0.0747,0.0973,0.55,130.079,3jw5KrLTxeIzpSvByNsH7F,spotify:track:3jw5KrLTxeIzpSvByNsH7F,"['chicago indie', 'indie garage rock', 'modern power pop']",Blue Coupe,Twin Peaks,Sweet '17 Singles,Arielle
0.711,0.665,-4.878,0.0266,7.18e-05,0.192,0.306,0.593,105.284,7hPO1N8dk3vH8kCYqHhJZX,spotify:track:7hPO1N8dk3vH8kCYqHhJZX,"['alternative rock', 'dance-punk']",We Used To Be Friends,The Dandy Warhols,Welcome To The Monkey House,Arielle
0.685,0.642,-5.417,0.0372,0.0997,0.0,0.0343,0.763,130.02,47rOmlKHPYyMDM3h6L74Sn,spotify:track:47rOmlKHPYyMDM3h6L74Sn,"['modern folk rock', 'new jersey indie', 'pov: indie']","So Alright, Cool, Whatever",The Happy Fits,Concentrate,Arielle
0.56,0.936,-5.835,0.0439,0.00847,0.0,0.161,0.371,112.96,0GO8y8jQk1PkHzS31d699N,spotify:track:0GO8y8jQk1PkHzS31d699N,"['indie rock', 'la indie', 'modern alternative rock', 'modern rock', 'pov: indie']",Tongue Tied,GROUPLOVE,Never Trust a Happy Song,Arielle
0.395,0.902,-5.808,0.177,0.001,0.0,0.327,0.632,184.737,7kVoPBSlGghzLoQjODkxGD,spotify:track:7kVoPBSlGghzLoQjODkxGD,"['alternative emo', 'emo', 'philly indie', 'pov: indie']",Your Graduation,Modern Baseball,You're Gonna Miss It All,Arielle
0.699,0.812,-6.005,0.0377,0.0164,0.000763,0.105,0.662,138.185,4dyx5SzxPPaD8xQIid5Wjj,spotify:track:4dyx5SzxPPaD8xQIid5Wjj,"['alternative dance', 'baroque pop', 'dance-punk', 'indie rock', 'modern rock', 'new rave', 'swedish alternative rock', 'swedish indie pop']",Young Folks,Peter Bjorn and John,Writer's Block,Arielle
0.613,0.953,-3.435,0.0855,0.00148,0.000582,0.152,0.537,105.046,305WCRhhS10XUcH6AEwZk6,spotify:track:305WCRhhS10XUcH6AEwZk6,"['garage rock', 'modern rock', 'pop rock']",Are You Gonna Be My Girl,Jet,Get Born,Arielle
0.387,0.595,-5.67,0.0389,0.361,1.1e-05,0.174,0.151,119.38,6Jv7kjGkhY2fT4yuBF3aTz,spotify:track:6Jv7kjGkhY2fT4yuBF3aTz,"['melancholia', 'permanent wave', 'singer-songwriter']","Lover, You Should've Come Over",Jeff Buckley,Grace,Arielle
0.67,0.905,-6.855,0.129,0.669,0.000227,0.349,0.563,104.965,3IznIgmXtrUaoPWpQTy5jB,spotify:track:3IznIgmXtrUaoPWpQTy5jB,['pov: indie'],Not Allowed,TV Girl,Who Really Cares,Arielle
0.637,0.651,-7.089,0.0521,0.32,0.0,0.0938,0.485,115.926,7ByxizhA4GgEf7Sxomxhze,spotify:track:7ByxizhA4GgEf7Sxomxhze,['pov: indie'],All My Love,Noah Kahan,Stick Season,Arielle
0.442,0.846,-5.214,0.0764,0.0538,4.71e-06,0.282,0.622,128.235,756CJtQRFSxEx9jV4P9hpA,spotify:track:756CJtQRFSxEx9jV4P9hpA,"['glam metal', 'hard rock']",I Believe in a Thing Called Love,The Darkness,Permission to Land,Arielle
0.508,0.792,-7.311,0.0297,0.229,0.124,0.145,0.601,147.067,7H0ya83CMmgFcOhw0UB6ow,spotify:track:7H0ya83CMmgFcOhw0UB6ow,"['baltimore indie', 'dream pop', 'dreamo', 'indie rock', 'indietronica', 'modern dream pop', 'pov: indie']",Space Song,Beach House,Depression Cherry,Arielle
0.454,0.82,-4.193,0.0567,0.132,0.000969,0.115,0.575,166.303,0UV5zxRMz6AO4ZwUOZNIKI,spotify:track:0UV5zxRMz6AO4ZwUOZNIKI,"['chamber pop', 'indie rock', 'modern folk rock', 'philly indie', 'pov: indie', 'seattle indie', 'stomp and holler']",Where'd All the Time Go?,Dr. Dog,"Shame, Shame (Deluxe Edition)",Arielle
0.545,0.81,-6.899,0.0443,0.0701,0.197,0.122,0.305,129.138,49x8Zp5wDjoquBE1THLLCV,spotify:track:49x8Zp5wDjoquBE1THLLCV,"['indietronica', 'modern rock', 'shimmer pop']",Sweet Disposition,The Temper Trap,Conditions,Arielle
0.409,0.551,-9.227,0.0335,0.5,0.0253,0.0961,0.405,90.407,69BWKQ0qeTnPHdk4lxuLcD,spotify:track:69BWKQ0qeTnPHdk4lxuLcD,"['indie folk', 'stomp and holler']",Snowshoes,Caamp,Lavender Days,Arielle
0.248,0.837,-6.534,0.0515,0.102,0.00214,0.338,0.66,122.878,4U2GQlVHIerwX78jHpkOYN,spotify:track:4U2GQlVHIerwX78jHpkOYN,"['indie pop', 'pov: indie']",10 Steps,Christian Leave,10 Steps,Arielle
